movie title,imdb id,cast,plot,director,rating,genres,poster,language cinema,votes,year,runtime,languages,trailer
Mast Mein Rehne Ka: (2023),29613587,"['Jackie Shroff', 'Neena Gupta', 'Abhishek Chauhan', 'Monika Panwar', 'Faisal Malik', 'Rakhi Sawant', 'Vinod Jaywant', 'Allauddin Khan', 'Shashi Kiran', 'Priyadarshan Jadhav', 'Uday Sabnis', 'Anushka Goel', 'B M Vyas', 'Mashhoor Amrohi', 'Barkati Patel', 'Bharat Khetalpar', 'Sourav Singh', 'Nirmal Raghav', 'Vivek Namdev', 'Chanchal Bajaj', 'Amita Pareva', 'Sharad Wagh', 'Dimple Nagrecha', 'Rajesh Chahar', 'Madhuri Gawali Shinde', 'Saba Saudagar', 'Bhavesh Patil', 'Mukund Ramesh Pal', 'Pratyaksh Tiwari', 'Ashok Choudhary', 'Sunny Sadhwani', 'Veeru Raw', 'Nityanand Petchi Konar', 'Kaam Bhaari', 'Vishal Jadhav', 'Garima Agarwal', 'Sanjay Kota', 'Anil Sansare', 'Vijay Maurya', 'Suhas Aldar', 'Shalini Tripathi', 'Kaivalya Chheda', 'Karan Raj Chavan', 'Chaitali Jadhav', 'Abhijit Zunzarrao', 'Ohi Brother', 'Lomharsh Bhagat', 'Birendra Yadav', 'Himanshu Karki', 'Sushil Kumar', 'Jasmen N Oza', 'Raveena Tak', 'Ashish Malhotra', 'Raj Moitra', 'Tivsha Saraf', 'Ashwini', 'Sodi Sultan', 'Dhaniram Prajapati', 'Tushar Yashwant Ghadigaonkar', 'Dangi Santosh', 'Ajinkya Surendra Manchekar', 'Bhaavya A. Venkateswaran', 'Shantanu Pandey', 'Uttara Karajgar', 'Rajni Wasanik', 'Amruta Kamlesh Kanojia', 'Aasokaa', 'Vishal Jadhav']","A man chooses an old widower's home for his first robbery, kicking off a set of events that have them both look at life in a new way and with new companions in the starkness of the city of Mumbai.",Vijay Maurya,7.1,['Drama'],https://m.media-amazon.com/images/M/MV5BZDhjYmUzZGEtOWIyYi00ZDgzLWEwNmQtZGI4MjdhMDg1YTQ4XkEyXkFqcGdeQXVyMTUzNTgzNzM0.jpg,Hindi,2955.0,2023.0,['127'],"['Hindi', 'Malayalam', 'Telugu', 'Kannada', 'Tamil']",https://www.youtube.com/embed/S-oHvbDfU4U
Jaanwar: (1999),230347,"['Akshay Kumar', 'Karisma Kapoor', 'Shilpa Shetty Kundra', 'Mohnish Behl', 'Ashutosh Rana', 'Ashish Vidyarthi', 'Johny Lever', 'Aditya Kapadia', 'Shakti Kapoor', 'Kader Khan', 'Jeetu Verma', 'Dinesh Hingoo', 'Rami Reddy', 'Viju Khote', 'Dolly Bindra', 'Huma Khan', 'Master Navjyot', 'Mahinder Shera']","A ruthless criminal mends his criminal ways after he meets an abandoned child and takes utmost care of him. However, the shadows of the past continues to haunt him.",Suneel Darshan,5.9,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMmJiM2Q4ODMtMjc3YS00MWE4LWFjYTQtMGY4OGUwYzk5ZGRmXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,3014.0,1999.0,['172'],['Hindi'],https://www.youtube.com/embed/L_0kIbTJ-Y0
King Lear: (2018),7473890,"['Jim Broadbent', 'Jim Carter', 'Tobias Menzies', 'Emily Watson', 'John Macmillan', 'Florence Pugh', 'Emma Thompson', 'Anthony Calf', 'Anthony Hopkins', 'Simon Manyonda', 'Chukwudi Iwuji', 'Karl Johnson', 'Samuel Valentine', 'Andrew Scott', 'Christopher Eccleston', 'Arinzé Kene', 'John Standing', 'Sharon Wattis', 'Kaye Brown', 'Raphael Desprez', 'Peter Forbes', 'Sam Redford', 'Liam McKenna', 'Paul Tinto', 'Eric Kofi Abrefa', 'Keith Bunnett', 'Adrian Danila', 'Shawn Dixon', 'Nick Donald', 'Nick Feld', 'Tuncay Gunes', 'Nicholas Page Hayman', 'Tony Hood', 'Ethan Keaton', 'Nick Khan', 'John King', 'Gavin Lee Lewis', 'Kenny-Lee Mbanefo', 'Ricky McCallam', 'Catherine Monfils', 'Seema Morar', 'Glen Passingham', 'Steven Peace', 'Samuel Pont', 'Matt Rentell', 'Daria Riz', 'Bernardo Santos', 'Sam Shoubber', 'Mark Shrimpton', 'Vyvyan Smart', 'Tudor Smith', 'Karma Sood', 'Adam Treasure', 'Nicki Vickery', 'Sean White', 'Ryan Wiseman']","An aging King invites disaster when he abdicates to his corrupt, toadying daughters, and rejects his loving and honest one.",Richard Eyre,6.2,['Drama'],https://m.media-amazon.com/images/M/MV5BMjEwNTk0MzA1Ml5BMl5BanBnXkFtZTgwMTAwMzAzNjM@.jpg,American,4277.0,2018.0,['115'],"['English', 'French']",https://www.youtube.com/embed/0yZU9mdbh_0
A Few Good Men: (1992),104257,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon', 'Kiefer Sutherland', 'Kevin Pollak', 'James Marshall', 'J.T. Walsh', 'Christopher Guest', 'J.A. Preston', 'Matt Craven', 'Wolfgang Bodison', 'Xander Berkeley', 'John M. Jackson', 'Noah Wyle', 'Cuba Gooding Jr.', 'Lawrence Lowe', 'Joshua Malina', 'Oscar Jordan', 'John M. Mathews', 'Aaron Sorkin', 'Alex Wexo', 'Frank Cavestani', 'Jan Munroe', 'Ron Ostrow', 'Matthew Saks', 'Harry Caesar', 'Michael DeLorenzo', 'Geoffrey Nauffts', 'Arthur Senzy', 'Cameron Thor', 'David Bowe', 'Gene Whittington', 'Maud Winchester', 'Christopher Coffel', 'Richard Lasting', 'Bernard Madrid', 'Jack Serino']",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,Rob Reiner,7.7,"['Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg,American,286369.0,1992.0,['138'],"['English', 'French']",https://www.youtube.com/embed/iIaAL7JTEgE
Night Crossing: (1982),82810,"['John Hurt', 'Jane Alexander', 'Doug McKeon', 'Keith McKeon', 'Beau Bridges', ""Glynnis O'Connor"", 'Geoffrey Liesik', 'Michael Liesik', 'Ian Bannen', 'Anne Stallybrass', 'Matthew Taylor', 'Klaus Löwitsch', 'Günter Meisner', 'Sky du Mont', 'Jan Niklas', 'Kay Walsh', 'Carola Höhn', 'Irene Prador', 'Jan Biczycki', 'Osman Ragheb', 'Ursula Ludwig', 'Jenny Thelen', 'Katharina Seyferth', 'James W. Gavin']","True tale about two men planing to escape from communist East Germany in a hot air balloon, but only if they can take their families with them.",Delbert Mann,6.5,"['Drama', 'Family', 'History', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNTYyZTQ3YjctMjhhNi00YjQ5LTg0NDctOGM3ZWU4MmMxMWU4L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@.jpg,American,1581.0,1982.0,['107'],['English'],https://www.youtube.com/embed/okOouPxjb70
Har Har Mahadev: (2022),22489564,"['Sharad Kelkar', 'Subodh Bhave', 'Yogesh Jadhav', 'Nabiya Ansari', 'Nitish Chavan', 'Himanshu Jha', 'Hardik Joshi', 'Mohan Joshi', 'Kishore Kadam', 'Amruta Khanvilkar', 'Sonali Patil', 'Sharad Ponkshe', 'Rajbhushan Sahastrabuddhe', 'Sandy', 'Sayali Sanjeev', 'Ashok Shinde', 'Milind Shinde', 'Rajas Sule', 'Adarsh Swaroop', 'Raj Thackeray', 'Nishigandha Wad', 'Shrikant Yadav']","This is the inspirational story of a real battle in which only 300 soldiers, led by Baji Prabhu Deshpande, the commander of Chhatrapati Shivaji Maharaj, held back an enemy army of 15,000 while Shivaji reached the safety of Khera fort.",Abhijeet Shirish Deshpande,7.4,"['Action', 'Drama', 'War']",https://m.media-amazon.com/images/M/MV5BZmVhM2MzOTgtYWY0Ny00NmQ1LWI5YTQtZTUyODRiOGI1YTdlXkEyXkFqcGdeQXVyMTIyNzY0NTMx.jpg,Marathi,2251.0,2022.0,['161'],['Marathi'],https://www.youtube.com/embed/Fa5V6jArlTE
Against a Crooked Sky: (1975),72615,"['Richard Boone', 'Stewart Petersen', 'Henry Wilcoxon', 'Clint Ritchie', 'Shannon Farnon', 'Jewel Blanch', 'Brenda Venus', 'Geoffrey Land', 'Gordon Hanson', 'Vincent St. Cyr', 'Margaret Willey', 'Norman Walke', 'George Dale', 'Bar Killer', 'Rich Wheeler']","When Charlotte Sutter is kidnapped by Apaches, her brother Sam, aided by an old drunk prospector, goes searching for her.",Earl Bellamy,5.4,"['Adventure', 'Drama', 'Family', 'Western']",https://m.media-amazon.com/images/M/MV5BMDlhNjJiZWYtNjE3ZC00ZTA5LTk2YjYtZDE4YzcwODg4YzU5XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,American,747.0,1975.0,['89'],['English'],https://www.youtube.com/embed/R63TtqiBxx0
North Hollywood: (2021),11165716,"['Ryder McLaughlin', 'Miranda Cosgrove', 'Vince Vaughn', 'Nico Hiraga', 'Aramis Hudson', 'Angus Cloud', 'Tyshawn Jones', 'Bobby Worrest', 'Blake Anderson', 'Arsenio Castellanos', 'Sunny Suljic', 'Gillian Jacobs', 'Griffin Gluck', 'Thomas Barbusca', 'Mikey Alfred', 'Sophia Bui', 'Nicolo Carlson', 'Jose J.C. Colon', 'AprilAnn Dais', 'Jason Dill', 'Hannah Einbinder', 'Kasey Elise', 'Richard Lawson', 'Tom Papa', 'Kelvin Peña', 'Zach Saraceno', 'Monda Scott', 'Kalina Vanska', 'Diego Velasquez', 'Beverly Wilkerson', 'Cameron McFadden']",A kid must decide between choosing the future his father wants and following his dream of becoming a pro skater.,Mikey Alfred,5.9,"['Comedy', 'Drama', 'Sport']",https://m.media-amazon.com/images/M/MV5BYWVjYTE5NzEtMmU4OS00MzhmLWJkMjktZjFhYTIxM2E3MGQ3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@.jpg,American,2801.0,2021.0,['93'],['English'],https://www.youtube.com/embed/lEla_WhQox4
The Light at the Edge of the World: (1971),67345,"['Kirk Douglas', 'Yul Brynner', 'Samantha Eggar', 'Jean-Claude Drouot', 'Fernando Rey', 'Renato Salvatori', 'Massimo Ranieri', 'Aldo Sambrell', 'Tito García', 'Víctor Israel', 'Tony Skios', 'Luis Barboo', 'Tony Cyrus', 'Raul Castro', 'Oscar Davis', 'Alejandro de Enciso', 'Martin Uviente', 'John Clark', 'Maria Borge', 'Juan Cazalilla']","A ruthless pirate captures the keeper of a lighthouse, in the most southern city in Argentina. His goal is obvious and horrific. He plans to control the lighthouses signals in a way that the passing ships will be crushed on the rocks.",Kevin Billington,6.0,"['Adventure', 'Drama', 'Fantasy', 'Thriller']",https://m.media-amazon.com/images/M/MV5BZmNjYWU4MjgtMWY0Zi00N2ZjLThhZjItNjY3YWNiY2Q0ZjQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,American,1823.0,1971.0,['128'],['English'],https://www.youtube.com/embed/G2svAQ08Zc4
The 12th Man: (2017),3300980,"['Thomas Gullestad', 'Jonathan Rhys Meyers', 'Marie Blokhus', 'Mads Sjøgård Pettersen', 'Geir Vegar Hoel', 'Håkon T. Nielsen', 'Eirik Risholm Velle', 'Daniel Frikstad', 'Eric Dirnes', 'Alexander Zwart', 'Torgny Gerhard Aanderaa', 'Håkon Smeby', 'Axel Barø Aasen', 'Ole Victor Corral', 'Kim Jøran Olsen', 'Åsgeir Johansen', 'Martin Kiefer', 'David Vekony', 'Erich Redman', 'J.I. Falck', 'Martin Eliassen', 'Harry Van Gorkum', 'Mathilde Sofie Henriksen', 'Maria Grazia Di Meo', 'Julia Bache-Wiig', 'Sigurd Kornelius Lakseide', 'Kenneth Åkerland Berg', 'Zoe Winther-Hansen', 'Frida Mathea Sørbøe', 'Ragna Schwenke', 'Tiril Holthe Harnang', 'Marius Lien', 'Aggie Peterson', 'Bernt Bjørn', 'Magnus Dugdale', 'Jardar Johnsen', 'Kristoffer Jørgensen', 'Trond Peter Stamsø Munch', 'Robin Olsen', 'Petter Johanas Lukkari', 'Aslak Mahtte Turi Gaup', 'Nikolas Steffensen Krane', 'Sigurd Heine Krogh', 'Alexander Os', 'Ådne August Robertsen', 'Jørn Magnus Karlsen', 'Kjartan Rumsfeld', 'Sondre Stangnes', 'Nils Utsi', 'Petter Holmsen', 'Jens-William Aronsen', 'Sondre Brandsøy', 'Jonas Fredheim', 'Hans Erik Grøthaug', 'Thomas Chr. Hansen', 'Kristine Hartgen', 'Robin Edward Johannessen', 'Elin Merethe Larsen', 'Dan Tore Lyseggen', 'Jørn Myreng', 'Øyvind Mørk', 'Helge Nilsen', 'Jan Ollén', 'Petter Hedberg Olsson', 'Kai Kolstad Rødseth', 'Anders Wang']",They were 12 saboteurs. The Nazis killed 11 of them. This is the true story of the one that got away.,Harald Zwart,7.3,"['Drama', 'History', 'Thriller', 'War']",https://m.media-amazon.com/images/M/MV5BYzI1MzA0NjUtNWI2MC00NDg0LThiYmItN2RjZWRmN2E0MmVmXkEyXkFqcGdeQXVyODY3Nzc0OTk@.jpg,Hindi,29098.0,2017.0,['135'],"['Norwegian', 'German', 'English', 'Saami']",https://www.youtube.com/embed/qL56CQ9Ebvg
Wake in Fright: (1971),67541,"['Donald Pleasence', 'Gary Bond', 'Chips Rafferty', 'Sylvia Kay', 'Jack Thompson', 'Peter Whittle', 'Al Thomas', 'John Meillon', 'John Armstrong', 'Slim DeGrey', 'Maggie Dence', 'Norman Erskine', 'Owen Moase', 'John Dalleen', 'Buster Fiddess', 'Tex Foote', 'Colin Hughes', 'Jacko Jackson', 'Nancy Knudsen', 'Dawn Lake', 'Harry Lawrence', 'Robert McDarra', 'Carlo Manchini', 'Liam Reynolds', 'Nelson', 'Gordon Piper']","After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent.",Ted Kotcheff,7.6,"['Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BZjZiMDQxMWItMDRjZS00MGE5LTk2OGQtYjc5MzJjMzRhYjdhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,American,13893.0,1971.0,['109'],['English'],https://www.youtube.com/embed/0mh7qZq0f_w
Reservation Road: (2007),831884,"['Joaquin Phoenix', 'Elle Fanning', 'Jennifer Connelly', 'Sean Curley', 'Samuel Ryan Finn', 'Eddie Alderson', 'Mark Ruffalo', 'Susan Powell', 'Cordell Clyde', 'Antoni Corone', 'Kevin Herbst', 'Mira Sorvino', 'Gary Kohn', 'John Slattery', 'Nora Ferrari', 'Linda Dano', 'John Rothman', 'Geisha Otero', 'Brett Haley', 'Sinead Daly', 'Armin Amiri', 'Johnathan Tchaikovsky', 'Lee Goffin-Bonenfant', 'Americk Lewis', 'Danny Johnson', 'Bill Camp', 'Stephanie Weyman', 'Raum-Aron', 'Debra Robinson', 'Michael Anzalone', 'David Anzuelo', 'Julian Rebolledo', 'Peter Pamela Rose', 'Kathryn Markey', 'Ross Klavan', 'Sean Oliver', 'Blanca Camacho', 'Jason Harris', 'Dennis Albanese', 'David Boston', 'Mary Kate Malat', 'Eric Minor', 'Robert Nardi', 'Maxwell Peters']",The lives of two families change forever after a fatal tragedy takes place on Reservation Road.,Terry George,6.6,"['Crime', 'Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNWU0M2EzYWQtNGNiZC00Mzg5LTkxZDgtNGMyZGMwNDk3MTE2XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg,American,25127.0,2007.0,['102'],['English'],https://www.youtube.com/embed/o2qe93RQP6c
Divli Naahi Vizataa Kaama...: (2018),12095064,"['Suhani Dhadphale', 'Amol Hinge', 'Vishal Jape', 'Rakshanda Ranadive']","This story, inspired by a real incidence, is of exceptional courage shown by a rape victim by going against the society and her parents to take the culprits to law.",Vedavati Jogi Bipinchandra Chaugule,,"['Short', 'Drama']",https://m.media-amazon.com/images/M/MV5BYWQ1ZGUzZjQtNzc2My00ZGZkLThmMGUtZjc1ODdkNjc1NjdhXkEyXkFqcGdeQXVyMTA3MTY5MTQ2.jpg,Hindi,,2018.0,['19'],['Marathi'],https://www.youtube.com/embed/kxSSXJU21f4
The Trouble with Spies: (1987),94188,"['Donald Sutherland', 'Ned Beatty', 'Ruth Gordon', 'Lucy Gutteridge', 'Michael Hordern', 'Robert Morley', 'Gregory Sierra', 'Suzanne Danielle', 'Fima Noveck', 'Jorge Brito', 'John Furlong', 'Luis Barboo', 'Jenny Tomasin', 'Frank Welker', 'Tristram Jellinek', 'Dennis Vaughan', 'James Willis']","George Trent (James Willis), a British spy, has gone incommunicado in Ibiza. Appleton Porter (Donald Sutherland) is sent to find out what happened to Trent. Porter settles into a small hotel with several busybody guests. He probes them for information about Trent, their former neighbor. Meanwhile, the spy survives several attempts on his life as he attempts to solve the mystery.—Ken Miller <wkmiller704@yahoo.com>",Burt Kennedy,4.4,"['Action', 'Adventure', 'Comedy', 'Mystery']",https://m.media-amazon.com/images/M/MV5BYzdlNjAyOTQtYzE3Yi00MDY5LThiZjktYjRiZjc0M2I2YmNjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@.jpg,American,576.0,1987.0,['91'],['English'],https://www.youtube.com/embed/7vVPpGkYgnQ
Never Say Never Again: (1983),86006,"['Sean Connery', 'Klaus Maria Brandauer', 'Max von Sydow', 'Barbara Carrera', 'Kim Basinger', 'Bernie Casey', 'Alec McCowen', 'Edward Fox', 'Pamela Salem', 'Rowan Atkinson', 'Valerie Leon', 'Milos Kirek', 'Pat Roach', 'Anthony Sharp', 'Prunella Gee', ""Gavan O'Herlihy"", 'Ronald Pickup', 'Robert Rietty', 'Guido Adorni', 'Vincent Marzello', 'Christopher Reich', 'Billy J. Mitchell', 'Manning Redwood', 'Anthony Van Laast', 'Saskia Cohen Tanugi', 'Sylvia Marriott', 'Dan Meaden', 'Michael Medwin', 'Lucy Hornak', 'Derek Deadman', 'Joanna Dickens', 'Tony Alleff', 'Paul Tucker', 'Brenda Kempner', 'Jill Meager', 'John Stephen Hill', 'Wendy Leech', 'Roy Bowe', 'Lewis Alexander', 'Roy Alon', 'Andy Bradford', 'Tony Cyrus', 'Ron Gregory', 'Walter Henry', 'Barrie Holland', 'Billy Horrigan', 'Marsha A. Hunt', 'Arnold Lee', 'Aileen Lewis', 'Joan MacDonald', 'Christopher Malcolm', 'Chris Parsons', 'Peter Ross-Murray', 'Peter Roy', 'Sandy Shelton', 'Rocky Taylor', 'Reg Thomason']","A S.P.E.C.T.R.E. agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.",Irvin Kershner,6.1,"['Action', 'Adventure', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMTM1NjgzMDkwOF5BMl5BanBnXkFtZTcwMzM4NzI0NA@@.jpg,American,72953.0,1983.0,['134'],"['English', 'French', 'Spanish', 'Arabic']",https://www.youtube.com/embed/JDEzoYm25o8
Eight Crazy Nights: (2002),271263,"['Adam Sandler', 'Jackie Sandler', 'Austin Stout', 'Kevin Nealon', 'Rob Schneider', 'Norm Crosby', 'Jon Lovitz', 'Tyra Banks', 'Blake Clark', 'Peter Dante', 'Ellen Albertini Dow', 'Kevin P. Farley', 'Lari Friedman', 'Tom Kenny', 'Cole Sprouse', 'Dylan Sprouse', 'Carl Weathers', 'Jamie Alcroft', 'Brooks Arthur', 'James Barbour', 'Allen Covert', 'J.D. Donaruma', 'Kelly Dugan', 'Sharon Dugan', 'John Farley', 'Carmen Filpi', 'Kevin Grady', 'Archie Hahn', 'Betsy Hammer', 'Ali Hoffman', 'Max Hoffman', 'Todd Holland', 'Jason Housman', 'Lainie Kazan', 'Seth Kearsley', 'Hunter Kitagawa', 'Alison Krauss', 'Chance Langton', 'Jonathan Loughran', 'Richard Page', 'Denise Pleune', 'Jana Sandler', 'Jared Sandler', 'Jillian Sandler', 'Judith Sandler', 'Stan Sandler', 'Josh Uhler', 'Ann Wilson', 'Bernadette Barlow', 'Michael Geiger', 'Jennifer Gross', 'Linda Harmon', 'Jon Joyce', 'Rick Logan', 'Susie Stevens-Logan', 'Tom McNulty', 'Jennifer Perkins', 'Sally Stevens']","Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits.",Seth Kearsley,5.3,"['Animation', 'Comedy', 'Musical']",https://m.media-amazon.com/images/M/MV5BMTk1NTU4NjE5OV5BMl5BanBnXkFtZTYwMTQ3OTY2.jpg,American,25573.0,2002.0,['76'],['English'],https://www.youtube.com/embed/VoFIpnSGnZk
Ninna Sanihake: (2021),10873536,"['Suraj Gowda', 'Dhanya Ramkumar', 'Aruna Balraj', 'Manjunath Hegde', 'Soumya Bhat', 'Chitkala Biradar', 'Rajinikanth', 'Samanvita Shetty', 'Subbramani Velur', 'Harshini', 'Rakhi', 'Hemanth Manjunath', 'Pramila Subramanyam', 'Master Aatmik', 'Abdul', 'Ashritha Adiga', 'Sagar Benaka', 'Biradar', 'Chandramsh', 'Darshan', 'Girish', 'Suman Jadugar', 'Bob John', 'Nandan Jonty', 'Jyotsna', 'Vinay Kashyap', 'Ganesh Rao Kesarkar', 'Ranganath Kudli', 'Mohan Kumar', 'Sudhir Kumar', 'Marutesh', 'Charmy Mehta', 'Master Mithilesh', 'Rakshit Nagarle', 'Nandagopal', 'Kavya Prakash', 'Raghavendra Prasad', 'Shruti Rangasaurabha', 'Amira Rose', 'Pranav Samrudd', 'Sanchit', 'Ishwarya Shetty', 'Siddu', 'Mahadev Swamy', 'Swathi', 'Swathi Vasp', 'Vinoth', 'Arnava Yeshaswi']","Ninna Sanihake chronicles the intimate journey of two young souls - Aditya and Amruta - through relatable and often humorous scenarios, while capturing the nuances of new age romance. A feast for the seekers of entertainment, the film is garnished with the right amount of romance, humor and drama.—Anonymous",Suraj Gowda,6.6,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BZmVjNmM4MDktYWQ4ZS00NDg3LWJkMzItOWMxYzQwNmMxNDcyXkEyXkFqcGdeQXVyNDc5OTY4OTc@.jpg,Kannada,584.0,2021.0,['155'],['Kannada'],https://www.youtube.com/embed/7N9qjZ599oc
Afterburn - IMDb: (<NA>),1210027,"['Samuel L. Jackson', 'Dave Bautista']",A group of post-apocalyptic treasure hunters search for ancient relics on Earth that has been nearly half-destroyed by a massive solar flare.,J.J. Perry,,"['Comedy', 'Sci-Fi']",,American,,,,['English'],https://www.youtube.com/embed/QgucMg2xCjM
Mandela: Long Walk to Freedom: (2013),2304771,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge', 'Riaad Moosa', 'Zolani Mkiva', 'Simo Mogwaza', 'Fana Mokoena', 'Thapelo Mokoena', 'Jamie Bartlett', 'Deon Lotz', 'Terry Pheto', 'Zikhona Sodlaka', ""S'Thandiwe Kgoroge"", 'Tshallo Sputla Chokwe', 'Sello Maake Ka-Ncube', 'James Cuningham', 'Zenzo Ngqobe', 'Gys de Villiers', 'David Butler', 'Robert Hobbs', 'Garth Breytenbach', 'Armand Aucamp', 'Carl Beukes', 'A.J. van der Merwe', 'Graham Clarke', 'Andre Jacobs', 'André Stolz', 'Thomas Gumede', 'Anrich Herbst', 'Louis van Niekerk', 'Adam Neill', 'Nomfusi Gotyana', 'Lionel Newton', 'Michelle Scott', 'Jason Cope', 'Ndoni Khanyile', 'Patrick John Walton', 'Robert Coutts', 'Wessel Pretorius', 'Ronni Gadula', 'Edgar Sindane', 'Theo Landey', 'Sibusiyisile Msuthwana', 'Unako Poswayo', 'Khayalethu Anthony', 'Presley Chweneyagae', 'Paul Harris', 'Nokuthula Ledwaba', 'Nokuthula Dlova', 'Kgosi Mongake', 'Grant Swanby', 'Atandwa Kani', 'Siza Pini', 'Lindiwe Matshikiza', 'Refilwe Charles', 'Semuhle Shangasi', 'Khumbuzile Maphumulo', 'Mzu Ntantiso', 'Joshua Mañana', 'Sinakho Motsepa', 'Liyema Sixishe', 'Likhona Kwitshana', 'Luzuko Mbaleki', 'Solulele Mbombo', 'Letisha Singh', 'Shoki Mokgapa', 'Neo Modimogale', 'Nicola Hanekom', 'Henrick Reisenhofer', 'Dean Fourie', 'Warrick Grier', 'Danie van Rensburg', 'Nikelo Mpupumiso', 'Phumzile Nokwe', 'Masiza Mbali', 'Hamilton Lunga Buthelezi', 'Zondwa Njokweni', 'Bongani Maseko', 'Jabu Tshabalala', 'Obed Baloyi', 'Bubu Mazibuko', 'Michael Mabizela', 'Mark Elderkin', 'Peter Krummeck', 'Marcel van Heerden', 'Eduan van Jaarsveldt', 'Thobani Tshangana', 'Ntoza Talakumeni', 'Albert Pretorius', 'Carel Nel', 'Emily Whitefield', 'Joanie Combrink', 'Drikus Volschenk', 'Dylan Horley', 'Rassie Brits', 'Jacques Gombault', 'Tertius Meintjes', 'Morné Visser', 'Rob van Vuuren', 'Sivuyile Ngesi', 'Richard Lothian', 'Thembinkosi Njokweni', 'Adriaan Heijns', 'Ashley Saunders', 'Buyile Mdladla', 'Vuyo Dabula', 'John Herbert', 'Khanya Mankayi', 'Kgaogelo Mooka', 'Mary Twala', 'Sihle Dlamini', 'Sipho Mampuru', 'Sambona Masebeni', 'Tadini Masebeni', 'Aletta Majola', 'Kgomotso Ditshweni', 'Peter Khubeke', 'Lizwi Vilakazi', 'Rohil Aniruth', 'Walter Cronkite', 'Andrew Germishuys', 'Van Johnson', 'Nabeel Khan', 'Nelson Mandela', 'Winnie Mandela', 'Marc Pleass', 'Stuart Sedgwick', 'Paul Steyn', 'Elizabeth Taylor', 'Desmond Tutu']",A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,Justin Chadwick,7.1,"['Biography', 'Drama', 'History']",https://m.media-amazon.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@.jpg,American,29147.0,2013.0,['141'],"['English', 'Afrikaans', 'Xhosa']",https://www.youtube.com/embed/bGuC7elOO6M
Ernest Goes to Jail: (1990),99512,"['Jim Varney', 'Gailard Sartain', 'Bill Byrge', 'Barbara Tyson', 'Barry Scott', ""Randall 'Tex' Cobb"", 'Dan Leegant', 'Charles Napier', 'Jim Conrad', 'Jackie Welch', 'Melanie Wheeler', 'Jeffrey Buckner Ford', 'Daniel Butler', 'Charlie Lamb', 'Mac Bennett', 'Rick Schulman', 'Bruce Arntson', 'Andy Stahl', 'Bob Babbitt', 'Myke R. Mueller', 'John Davis', 'Mike Montgomery', 'Mike Hutchinson', 'Barkley', 'Badd Catt', 'Steve Jarrell', 'Gregory Lee Knowles', 'Chambers Stevens']",Ernest P. Worrell is a bank janitor sent to jail when people mistake his identity for a look-alike.,John R. Cherry III,5.4,"['Comedy', 'Crime', 'Family']",https://m.media-amazon.com/images/M/MV5BYTU3MzYyYTEtYWI1NS00MTJlLWE3NDMtYzI4ODUzMGY1ODk1XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,American,10067.0,1990.0,['81'],['English'],https://www.youtube.com/embed/GDDkBEJ-Klw
